createdAt;id;text;source;isTruncated;inReplyToStatusId;inReplyToUserId;isFavorited;isRetweeted;favoriteCount;inReplyToScreenName;geoLocation;place;retweetCount;isPossiblySensitive;lang;contributorsIDs;retweetedStatus;userMentionEntities;urlEntities;hashtagEntities;mediaEntities;symbolEntities;currentUserRetweetId;userId;name;screenName;location;description;isContributorsEnabled;profileImageUrl;profileImageUrlHttps;url;isProtected;followersCount;status;profileBackgroundColor;profileTextColor;profileLinkColor;profileSidebarFillColor;profileSidebarBorderColor;profileUseBackgroundImage;friendsCount;createdAt;favouritesCount;utcOffset;timeZone;profileBackgroundTiled;lang;statusesCount;isGeoEnabled;isVerified;translator;listedCount;isFollowRequestSent;
Tue Nov 20 15:05:21 EET 2018;1064867290951208960;Hanggang first chorus lang muna 😂 https://t.co/69rZw2dBRN;<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>;false;-1;-1;false;false;0;null;;;0;false;tl;[];;[];[URLEntityJSONImpl{url='https://t.co/69rZw2dBRN', expandedURL='https://wesingapp.com/user/609c9d802625378f324e/song/EsHMUjSEgsSdvSAh-AllIAsk?lang=en', displayURL='wesingapp.com/user/609c9d802…'}];[];[];[];-1;54521391;roider;roidzlee;Pasig City, Philippines;Hmmm 🤔; Okay.;false;http://pbs.twimg.com/profile_images/1060440995978825728/vEEIcSkH_normal.jpg;https://abs.twimg.com/images/themes/theme15/bg.png;https://t.co/8T74bd17XV;false;503;;FFFFFF;333333;082493;C0DFEC;FFFFFF;http://abs.twimg.com/images/themes/theme15/bg.png;1818;Tue Jul 07 14:43:40 EEST 2009;9761;-1;null;false;en;24015;true;false;false;13;false;
Mon Nov 19 14:03:53 EET 2018;1064489435788599297;Checked out my cover xD
Drawing break 😅😅😅
Fukai Mori by D.A.I First Verse plus Chorus only ✌️ I'm not a singer okie… https://t.co/n1njo29Sfk;<a href="https://mobile.twitter.com" rel="nofollow">Twitter Lite</a>;true;-1;-1;false;false;5;null;;;0;false;en;[];;[];[URLEntityJSONImpl{url='https://t.co/n1njo29Sfk', expandedURL='https://twitter.com/i/web/status/1064489435788599297', displayURL='twitter.com/i/web/status/1…'}];[];[];[];-1;1015169792632733696;ILoveU-ri;ri_iloveu;PH;Yuri+k-pop fanatic 💕
Certified fan girl who loves to draw & do fanarts everyday
I fell in love with "Mage&Demon Queen"
& "She's a keeper" it keeps my heart 😍;false;http://pbs.twimg.com/profile_images/1057857444938842112/qNhlcK18_normal.jpg;null;https://t.co/mhD3SZsWtq;false;101;;F5F8FA;333333;1DA1F2;DDEEF6;C0DEED;null;267;Fri Jul 06 12:45:14 EEST 2018;1760;-1;null;false;en;2169;false;false;false;0;false;
Fri Nov 16 12:35:40 EET 2018;1063380073141686272;#NowPlaying “Bizet: Carmen, WD 31, Act 1: "L'amour est un oiseau rebelle" (Carmen, Chorus)” by Lorin Maazel on… https://t.co/qC8RJTOxdN;<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>;true;-1;-1;false;false;1;null;;;0;false;fr;[];;[];[URLEntityJSONImpl{url='https://t.co/qC8RJTOxdN', expandedURL='https://twitter.com/i/web/status/1063380073141686272', displayURL='twitter.com/i/web/status/1…'}];[HashtagEntityJSONImpl{text='NowPlaying'}];[];[];-1;1013374463256211456;Nour Elkholy;nourrelkholy;In your dreams ;‏‏‏‏Medical student;false;http://pbs.twimg.com/profile_images/1064471656763138048/e4l9jzIW_normal.jpg;null;https://t.co/INpIRdebdE;false;969;;F5F8FA;333333;1DA1F2;DDEEF6;C0DEED;null;459;Sun Jul 01 13:51:14 EEST 2018;691;-1;null;false;en;3968;false;false;false;3;false;
Tue Nov 13 23:56:01 EET 2018;1062464122615406592;Nothing is true; everything is permitted.

#NowPlaying “Ezio's Family (from "Assassin's Creed")” by L'Orchestre d'A… https://t.co/OTDD4lAbaA;<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>;true;-1;-1;false;false;0;null;;;0;false;en;[];;[];[URLEntityJSONImpl{url='https://t.co/OTDD4lAbaA', expandedURL='https://twitter.com/i/web/status/1062464122615406592', displayURL='twitter.com/i/web/status/1…'}];[HashtagEntityJSONImpl{text='NowPlaying'}];[];[];-1;4144387157;Hassan Mahdi🐒😜;HassanMahdi97;El Sharkia, Egypt;Medical student💉/Chelsea⚽😍/Live outrageous  & always have fun😛😂

https://t.co/kG17mVy1OT;false;http://pbs.twimg.com/profile_images/1053777742695686144/hwHQxDd__normal.jpg;https://abs.twimg.com/images/themes/theme1/bg.png;https://t.co/xQCWZBeiHS;false;1099;;000000;000000;91D2FA;000000;000000;http://abs.twimg.com/images/themes/theme1/bg.png;521;Sun Nov 08 23:04:05 EET 2015;5109;-1;null;false;en;12201;false;false;false;2;false;
Tue Nov 13 15:54:55 EET 2018;1062343053367623681;My own version of "Sa Ngalan Ng Pag-Ibig". Kaso hanggang first chorus lang kasi di ko na alam yung susunod haha cli… https://t.co/L1EU3iHlOl;<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>;true;-1;-1;false;false;0;null;;;0;false;tl;[];;[];[URLEntityJSONImpl{url='https://t.co/L1EU3iHlOl', expandedURL='https://twitter.com/i/web/status/1062343053367623681', displayURL='twitter.com/i/web/status/1…'}];[];[];[];-1;773049836;Divine 💋;iheartdivine_;Earth 😁;Multifaceted. 😅
IG: iheartdivine_
TikTok: iheartdivine_;false;http://pbs.twimg.com/profile_images/1064658637249900544/G4QzHe1R_normal.jpg;https://abs.twimg.com/images/themes/theme1/bg.png;https://t.co/H0VtplWc2V;false;255;;FF6699;333333;B40B43;DDEEF6;FFFFFF;http://abs.twimg.com/images/themes/theme1/bg.png;322;Wed Aug 22 09:53:42 EEST 2012;1536;-1;null;false;en;1729;true;false;false;0;false;
